0,1,2,3,4,5,6
12,1,1,0,0,512,0
13,1,1,0,0,508,0
14,1,1,0,0,505,0
15,1,1,0,0,501,0
0,1,1,0,0,499,0
1,1,1,0,0,499,0
2,1,1,0,0,500,0
3,1,1,0,0,502,0
4,1,1,0,0,503,0
5,1,1,0,0,504,0
6,1,1,0,0,505,0
7,1,1,0,0,505,0
8,1,1,0,0,505,0
9,1,1,0,0,505,0
10,1,1,0,0,506,0
11,1,1,0,0,506,0
12,1,1,0,0,504,0
13,1,1,0,0,503,0
14,1,1,0,0,500,0
15,1,1,0,0,498,0
0,1,1,0,0,497,0
1,1,1,0,0,496,0
2,1,1,0,0,495,0
3,1,1,0,0,493,0
4,1,1,0,0,492,0
5,1,1,0,0,490,0
6,1,1,0,0,489,0
7,1,1,0,0,490,0
8,1,1,0,0,490,0
9,1,1,0,0,488,0
10,1,1,0,0,488,0
11,1,1,0,0,488,0
12,1,1,0,0,487,0
13,1,1,0,0,487,0
14,1,1,0,0,488,0
15,1,1,0,0,487,0
0,1,1,0,0,486,0
1,1,1,0,0,484,0
2,1,1,0,0,484,0
3,1,1,0,0,480,0
4,1,1,0,0,479,0
5,1,1,0,0,479,0
6,1,1,0,0,479,0
7,1,1,0,0,479,0
8,1,1,0,0,480,0
9,1,1,0,0,480,0
10,1,1,0,0,482,0
11,1,1,0,0,486,0
12,1,1,0,0,487,0
13,1,1,0,0,489,0
14,1,1,0,0,491,0
15,1,1,0,0,491,0
0,1,1,0,0,490,0
1,1,1,0,0,490,0
2,1,1,0,0,490,0
3,1,1,0,0,488,0
4,1,1,0,0,486,0
5,1,1,0,0,483,0
6,1,1,0,0,480,0
7,1,1,0,0,476,0
8,1,1,0,0,472,0
9,1,1,0,0,469,0
10,1,1,0,0,467,0
11,1,1,0,0,466,0
12,1,1,0,0,465,0
13,1,1,0,0,466,0
14,1,1,0,0,468,0
15,1,1,0,0,471,0
0,1,1,0,0,475,0
1,1,1,0,0,478,0
2,1,1,0,0,480,0
3,1,1,0,0,480,0
4,1,1,0,0,480,0
5,1,1,0,0,480,0
6,1,1,0,0,480,0
7,1,1,0,0,479,0
8,1,1,0,0,476,0
9,1,1,0,0,473,0
10,1,1,0,0,470,0
11,1,1,0,0,466,0
12,1,1,0,0,463,0
13,1,1,0,0,460,0
14,1,1,0,0,457,0
15,1,1,0,0,456,0
0,1,1,0,0,456,0
1,1,1,0,0,457,0
2,1,1,0,0,459,0
3,1,1,0,0,461,0
4,1,1,0,0,464,0
5,1,1,0,0,467,0
6,1,1,0,0,468,0
7,1,1,0,0,468,0
8,1,1,0,0,468,0
9,1,1,0,0,468,0
10,1,1,0,0,468,0
11,1,1,0,0,467,0
12,1,1,0,0,464,0
13,1,1,0,0,462,0
14,1,1,0,0,460,0
15,1,1,0,0,457,0
0,1,1,0,0,455,0
1,1,1,0,0,455,0
2,1,1,0,0,454,0
3,1,1,0,0,454,0
4,1,1,0,0,454,0
5,1,1,0,0,455,0
6,1,1,0,0,457,0
7,1,1,0,0,460,0
8,1,1,0,0,463,0
9,1,1,0,0,466,0
10,1,1,0,0,468,0
11,1,1,0,0,470,0
12,1,1,0,0,470,0
13,1,1,0,0,471,0
14,1,1,0,0,472,0
15,1,1,0,0,471,0
0,1,1,0,0,470,0
1,1,1,0,0,467,0
2,1,1,0,0,465,0
3,1,1,0,0,462,0
4,1,1,0,0,460,0
5,1,1,0,0,459,0
6,1,1,0,0,457,0
7,1,1,0,0,455,0
8,1,1,0,0,455,0
9,1,1,0,0,456,0
10,1,1,0,0,457,0
11,1,1,0,0,459,0
12,1,1,0,0,460,0
13,1,1,0,0,461,0
14,1,1,0,0,462,0
15,1,1,0,0,463,0
0,1,1,0,0,463,0
1,1,1,0,0,464,0
2,1,1,0,0,464,0
3,1,1,0,0,463,0
4,1,1,0,0,460,0
5,1,1,0,0,458,0
6,1,1,0,0,456,0
7,1,1,0,0,454,0
8,1,1,0,0,453,0
9,1,1,0,0,452,0
10,1,1,0,0,451,0
11,1,1,0,0,453,0
12,1,1,0,0,454,0
13,1,1,0,0,457,0
14,1,1,0,0,461,0
15,1,1,0,0,465,0
0,1,1,0,0,471,0
1,1,1,0,0,475,0
2,1,1,0,0,479,0
3,1,1,0,0,481,0
4,1,1,0,0,483,0
5,1,1,0,0,485,0
6,1,1,0,0,486,0
7,1,1,0,0,485,0
8,1,1,0,0,483,0
9,1,1,0,0,480,0
10,1,1,0,0,478,0
11,1,1,0,0,477,0
12,1,1,0,0,476,0
13,1,1,0,0,476,0
14,1,1,0,0,476,0
15,1,1,0,0,475,0
0,1,1,0,0,475,0
1,1,1,0,0,477,0
2,1,1,0,0,479,0
3,1,1,0,0,483,0
4,1,1,0,0,487,0
5,1,1,0,0,490,0
6,1,1,0,0,492,0
7,1,1,0,0,493,0
8,1,1,0,0,494,0
9,1,1,0,0,495,0
10,1,1,0,0,495,0
11,1,1,0,0,496,0
12,1,1,0,0,495,0
13,1,1,0,0,494,0
14,1,1,0,0,492,0
15,1,1,0,0,489,0
0,1,1,0,0,487,0
1,1,1,0,0,487,0
2,1,1,0,0,487,0
3,1,1,0,0,486,0
4,1,1,0,0,487,0
5,1,1,0,0,487,0
6,1,1,0,0,489,0
7,1,1,0,0,492,0
8,1,1,0,0,495,0
9,1,1,0,0,497,0
10,1,1,0,0,499,0
11,1,1,0,0,502,0
12,1,1,0,0,504,0
13,1,1,0,0,505,0
14,1,1,0,0,505,0
15,1,1,0,0,504,0
0,1,1,0,0,502,0
1,1,1,0,0,499,0
2,1,1,0,0,496,0
3,1,1,0,0,492,0
4,1,1,0,0,488,0
5,1,1,0,0,486,0
6,1,1,0,0,485,0
7,1,1,0,0,484,0
8,1,1,0,0,484,0
9,1,1,0,0,486,0
10,1,1,0,0,487,0
11,1,1,0,0,491,0
12,1,1,0,0,493,0
13,1,1,0,0,496,0
14,1,1,0,0,497,0
15,1,1,0,0,498,0
0,1,1,0,0,499,0
1,1,1,0,0,499,0
2,1,1,0,0,500,0
3,1,1,0,0,499,0
4,1,1,0,0,497,0
5,1,1,0,0,496,0
6,1,1,0,0,495,0
7,1,1,0,0,494,0
8,1,1,0,0,494,0
9,1,1,0,0,492,0
10,1,1,0,0,492,0
11,1,1,0,0,493,0
12,1,1,0,0,495,0
13,1,1,0,0,497,0
14,1,1,0,0,500,0
15,1,1,0,0,504,0
0,1,1,0,0,507,0
1,1,1,0,0,510,0
2,1,1,0,0,512,0
3,1,1,0,0,513,0
4,1,1,0,0,514,0
5,1,1,0,0,515,0
6,1,1,0,0,515,0
7,1,1,0,0,515,0
8,1,1,0,0,514,0
9,1,1,0,0,512,0
10,1,1,0,0,511,0
11,1,1,0,0,508,0
12,1,1,0,0,507,0
13,1,1,0,0,507,0
14,1,1,0,0,506,0
15,1,1,0,0,506,0
0,1,1,0,0,508,0
1,1,1,0,0,511,0
2,1,1,0,0,513,0
3,1,1,0,0,517,0
4,1,1,0,0,521,0
5,1,1,0,0,524,0
6,1,1,0,0,527,0
7,1,1,0,0,528,0
8,1,1,0,0,531,0
9,1,1,0,0,533,0
10,1,1,0,0,534,0
11,1,1,0,0,534,0
12,1,1,0,0,531,0
13,1,1,0,0,527,0
14,1,1,0,0,523,0
15,1,1,0,0,518,0
0,1,1,0,0,513,0
1,1,1,0,0,507,0
2,1,1,0,0,500,0
3,1,1,0,0,491,0
4,1,1,0,0,482,0
5,1,1,0,0,473,0
6,1,1,0,0,466,0
7,1,1,0,0,460,0
8,1,1,0,0,455,0
9,1,1,0,0,449,0
10,1,1,0,0,443,0
11,1,1,0,0,437,0
12,1,1,0,0,432,0
13,1,1,0,0,428,0
14,1,1,0,0,425,0
15,1,1,0,0,422,0
0,1,1,0,0,416,0
1,1,1,0,0,410,0
2,1,1,0,0,403,0
3,1,1,0,0,397,0
4,1,1,0,0,392,0
5,1,1,0,0,391,0
6,1,1,0,0,392,0
7,1,1,0,0,396,0
8,1,1,0,0,405,0
9,1,1,0,0,419,0
10,1,1,0,0,438,0
11,1,1,0,0,460,0
12,1,1,0,0,481,0
13,1,1,0,0,504,0
14,1,1,0,0,526,0
15,1,1,0,0,545,0
0,1,1,0,0,564,0
1,1,1,0,0,589,0
2,1,1,0,0,618,0
3,1,1,0,0,649,0
4,1,1,0,0,681,0
5,1,1,0,0,712,0
6,1,1,0,0,746,0
7,1,1,0,0,778,0
8,1,1,0,0,807,0
9,1,1,0,0,828,0
10,1,1,0,0,844,0
11,1,1,0,0,853,0
12,1,1,0,0,859,0
13,1,1,0,0,860,0
14,1,1,0,0,863,0
15,1,1,0,0,867,0
0,1,1,0,0,870,0
1,1,1,0,0,869,0
2,1,1,0,0,864,0
3,1,1,0,0,854,0
4,1,1,0,0,842,0
5,1,1,0,0,829,0
6,1,1,0,0,815,0
7,1,1,0,0,794,0
8,1,1,0,0,774,0
9,1,1,0,0,752,0
10,1,1,0,0,729,0
11,1,1,0,0,704,0
12,1,1,0,0,677,0
13,1,1,0,0,651,0
14,1,1,0,0,626,0
15,1,1,0,0,600,0
0,1,1,0,0,578,0
1,1,1,0,0,559,0
2,1,1,0,0,546,0
3,1,1,0,0,535,0
4,1,1,0,0,524,0
5,1,1,0,0,513,0
6,1,1,0,0,504,0
7,1,1,0,0,495,0
8,1,1,0,0,487,0
9,1,1,0,0,480,0
10,1,1,0,0,474,0
11,1,1,0,0,468,0
12,1,1,0,0,461,0
13,1,1,0,0,455,0
14,1,1,0,0,449,0
15,1,1,0,0,444,0
0,1,1,0,0,441,0
1,1,1,0,0,438,0
2,1,1,0,0,435,0
3,1,1,0,0,432,0
4,1,1,0,0,432,0
5,1,1,0,0,431,0
6,1,1,0,0,432,0
7,1,1,0,0,434,0
8,1,1,0,0,437,0
9,1,1,0,0,440,0
10,1,1,0,0,442,0
11,1,1,0,0,443,0
12,1,1,0,0,444,0
13,1,1,0,0,444,0
14,1,1,0,0,445,0
15,1,1,0,0,443,0
0,1,1,0,0,441,0
1,1,1,0,0,439,0
2,1,1,0,0,436,0
3,1,1,0,0,434,0
4,1,1,0,0,432,0
5,1,1,0,0,431,0
6,1,1,0,0,429,0
7,1,1,0,0,428,0
8,1,1,0,0,428,0
9,1,1,0,0,430,0
10,1,1,0,0,431,0
11,1,1,0,0,435,0
12,1,1,0,0,437,0
13,1,1,0,0,439,0
14,1,1,0,0,439,0
15,1,1,0,0,438,0
0,1,1,0,0,438,0
1,1,1,0,0,439,0
2,1,1,0,0,440,0
3,1,1,0,0,439,0
4,1,1,0,0,439,0
5,1,1,0,0,438,0
6,1,1,0,0,436,0
7,1,1,0,0,435,0
8,1,1,0,0,433,0
9,1,1,0,0,433,0
10,1,1,0,0,433,0
11,1,1,0,0,431,0
12,1,1,0,0,432,0
13,1,1,0,0,434,0
14,1,1,0,0,437,0
15,1,1,0,0,440,0
0,1,1,0,0,443,0
1,1,1,0,0,446,0
2,1,1,0,0,449,0
3,1,1,0,0,451,0
4,1,1,0,0,453,0
5,1,1,0,0,454,0
6,1,1,0,0,456,0
7,1,1,0,0,456,0
8,1,1,0,0,455,0
9,1,1,0,0,453,0
10,1,1,0,0,452,0
11,1,1,0,0,451,0
12,1,1,0,0,450,0
13,1,1,0,0,451,0
14,1,1,0,0,451,0
15,1,1,0,0,450,0
0,1,1,0,0,450,0
1,1,1,0,0,451,0
2,1,1,0,0,453,0
3,1,1,0,0,456,0
4,1,1,0,0,460,0
5,1,1,0,0,463,0
6,1,1,0,0,465,0
7,1,1,0,0,466,0
8,1,1,0,0,467,0
9,1,1,0,0,468,0
10,1,1,0,0,470,0
11,1,1,0,0,470,0
12,1,1,0,0,469,0
13,1,1,0,0,467,0
14,1,1,0,0,466,0
15,1,1,0,0,463,0
0,1,1,0,0,461,0
1,1,1,0,0,461,0
2,1,1,0,0,461,0
3,1,1,0,0,462,0
4,1,1,0,0,463,0
5,1,1,0,0,465,0
6,1,1,0,0,467,0
7,1,1,0,0,469,0
8,1,1,0,0,472,0
9,1,1,0,0,476,0
10,1,1,0,0,479,0
11,1,1,0,0,480,0
12,1,1,0,0,482,0
13,1,1,0,0,483,0
14,1,1,0,0,484,0
15,1,1,0,0,483,0
0,1,1,0,0,481,0
1,1,1,0,0,480,0
2,1,1,0,0,477,0
3,1,1,0,0,475,0
4,1,1,0,0,472,0
5,1,1,0,0,470,0
6,1,1,0,0,469,0
7,1,1,0,0,469,0
8,1,1,0,0,469,0
9,1,1,0,0,471,0
10,1,1,0,0,473,0
11,1,1,0,0,476,0
12,1,1,0,0,480,0
13,1,1,0,0,482,0
14,1,1,0,0,484,0
15,1,1,0,0,486,0
0,1,1,0,0,487,0
1,1,1,0,0,488,0
2,1,1,0,0,490,0
3,1,1,0,0,489,0
4,1,1,0,0,487,0
5,1,1,0,0,485,0
6,1,1,0,0,483,0
7,1,1,0,0,481,0
8,1,1,0,0,480,0
9,1,1,0,0,478,0
10,1,1,0,0,478,0
11,1,1,0,0,477,0
12,1,1,0,0,477,0
13,1,1,0,0,478,0
14,1,1,0,0,480,0
15,1,1,0,0,483,0
0,1,1,0,0,486,0
1,1,1,0,0,488,0
2,1,1,0,0,491,0
3,1,1,0,0,492,0
4,1,1,0,0,493,0
5,1,1,0,0,493,0
6,1,1,0,0,494,0
7,1,1,0,0,492,0
8,1,1,0,0,491,0
9,1,1,0,0,488,0
10,1,1,0,0,486,0
11,1,1,0,0,484,0
12,1,1,0,0,482,0
13,1,1,0,0,481,0
14,1,1,0,0,480,0
15,1,1,0,0,479,0
0,1,1,0,0,480,0
1,1,1,0,0,480,0
2,1,1,0,0,482,0
3,1,1,0,0,485,0
4,1,1,0,0,487,0
5,1,1,0,0,490,0
6,1,1,0,0,492,0
7,1,1,0,0,492,0
8,1,1,0,0,493,0
9,1,1,0,0,493,0
10,1,1,0,0,493,0
11,1,1,0,0,491,0
12,1,1,0,0,489,0
13,1,1,0,0,486,0
14,1,1,0,0,484,0
15,1,1,0,0,481,0
0,1,1,0,0,478,0
1,1,1,0,0,477,0
2,1,1,0,0,475,0
3,1,1,0,0,473,0
4,1,1,0,0,472,0
5,1,1,0,0,472,0
6,1,1,0,0,473,0
7,1,1,0,0,475,0
8,1,1,0,0,477,0
9,1,1,0,0,480,0
10,1,1,0,0,481,0
11,1,1,0,0,481,0
12,1,1,0,0,482,0
13,1,1,0,0,482,0
14,1,1,0,0,481,0
15,1,1,0,0,480,0
0,1,1,0,0,478,0
1,1,1,0,0,476,0
2,1,1,0,0,473,0
3,1,1,0,0,470,0
4,1,1,0,0,467,0
5,1,1,0,0,466,0
6,1,1,0,0,464,0
7,1,1,0,0,463,0
8,1,1,0,0,461,0
9,1,1,0,0,461,0
10,1,1,0,0,463,0
11,1,1,0,0,466,0
12,1,1,0,0,469,0
13,1,1,0,0,472,0
14,1,1,0,0,475,0
15,1,1,0,0,476,0
0,1,1,0,0,477,0
1,1,1,0,0,478,0
2,1,1,0,0,478,0
3,1,1,0,0,477,0
4,1,1,0,0,476,0
5,1,1,0,0,473,0
6,1,1,0,0,472,0
7,1,1,0,0,468,0
8,1,1,0,0,466,0
9,1,1,0,0,465,0
10,1,1,0,0,466,0
11,1,1,0,0,466,0
12,1,1,0,0,467,0
13,1,1,0,0,469,0
14,1,1,0,0,473,0
15,1,1,0,0,477,0
0,1,1,0,0,481,0
1,1,1,0,0,485,0
2,1,1,0,0,488,0
3,1,1,0,0,491,0
4,1,1,0,0,493,0
5,1,1,0,0,495,0
6,1,1,0,0,497,0
7,1,1,0,0,498,0
8,1,1,0,0,498,0
9,1,1,0,0,497,0
10,1,1,0,0,496,0
11,1,1,0,0,495,0
12,1,1,0,0,494,0
13,1,1,0,0,493,0
14,1,1,0,0,493,0
15,1,1,0,0,495,0
0,1,1,0,0,497,0
1,1,1,0,0,500,0
2,1,1,0,0,504,0
3,1,1,0,0,509,0
4,1,1,0,0,515,0
5,1,1,0,0,520,0
6,1,1,0,0,525,0
7,1,1,0,0,529,0
8,1,1,0,0,532,0
9,1,1,0,0,535,0
10,1,1,0,0,538,0
11,1,1,0,0,541,0
12,1,1,0,0,542,0
13,1,1,0,0,542,0
14,1,1,0,0,542,0
15,1,1,0,0,542,0
0,1,1,0,0,543,0
1,1,1,0,0,543,0
2,1,1,0,0,544,0
3,1,1,0,0,545,0
4,1,1,0,0,547,0
5,1,1,0,0,549,0
6,1,1,0,0,552,0
7,1,1,0,0,556,0
8,1,1,0,0,561,0
9,1,1,0,0,565,0
10,1,1,0,0,569,0
11,1,1,0,0,571,0
12,1,1,0,0,573,0
13,1,1,0,0,575,0
14,1,1,0,0,576,0
15,1,1,0,0,576,0
0,1,1,0,0,575,0
1,1,1,0,0,573,0
2,1,1,0,0,570,0
3,1,1,0,0,568,0
4,1,1,0,0,566,0
5,1,1,0,0,565,0
6,1,1,0,0,563,0
7,1,1,0,0,562,0
8,1,1,0,0,562,0
9,1,1,0,0,563,0
10,1,1,0,0,566,0
11,1,1,0,0,569,0
12,1,1,0,0,573,0
13,1,1,0,0,576,0
14,1,1,0,0,579,0
15,1,1,0,0,580,0
0,1,1,0,0,582,0
1,1,1,0,0,583,0
2,1,1,0,0,584,0
3,1,1,0,0,583,0
4,1,1,0,0,582,0
5,1,1,0,0,581,0
6,1,1,0,0,578,0
7,1,1,0,0,574,0
8,1,1,0,0,572,0
9,1,1,0,0,571,0
10,1,1,0,0,570,0
11,1,1,0,0,567,0
12,1,1,0,0,565,0
13,1,1,0,0,566,0
14,1,1,0,0,568,0
15,1,1,0,0,571,0
0,1,1,0,0,574,0
1,1,1,0,0,576,0
2,1,1,0,0,578,0
3,1,1,0,0,579,0
4,1,1,0,0,579,0
5,1,1,0,0,580,0
